text	label
You are a mumu boy.	abusive
Olodo	abusive
You are a complete definition of shamelessness. You will remain shameless today, tomorrow and forever. Amen.	abusive
Loser boy	abusive
Oleeeeeeee..looo washe sheeey	abusive
ADC collapses structure, declare support for Jandor/Atiku	normal
You are shameless!!!	abusive
You're shameless	abusive
You even get sense pass that chinedu... Next Rep first maybe u fit win am	abusive
Scam	abusive
To all the civil servants working in Lagos, thank you for your service .  I have said this at several engagements & would reiterate it here, you are part of LABOUR. I believe in dignity in Labour, improved quality of life and increasing ‘livable’ wage.  Èkó E dìde!!  ~ GRV.	normal
The killer of unarmed protesters...	hateful
Leader of thugs!!!!!	abusive
Olodo Ni e	abusive
You'll be disappointed	hateful
…commitment to the protection of lives and property of our citizens.  We believe response time to fire disasters is critical as it can make a lot of difference between life and death hence the idea of having at least one fire station…  2/4	normal
"SARS personnel under the guise of a new name FSARS or others are still extorting and maiming people.  Ajah is overrun with young men ""obtaining"" and robbing people in broad daylight.   Mr Governor please dont ignore the internal threats."	normal
the man with integrity vp to be	normal
I used the opportunity to tell the audience that Asiwaju Bola Tinubu is the most qualified to lead Nigeria come 2023.   Choosing the next President should be about leadership, character, the audacity to think and the ability to think deeply and solve problems.	normal
Eleyi of Lagos ..... You didn't see what happened in Ojuelegba ? No surprise from someone who took active part in killing innocent youth on 20.10.2020	hateful
But Obi is a failure as a Governor for 8 years.	abusive
Happy birthday to one of the founders and sponsors of one of the world deadliest terrorist organizations bokoharam and a member of Acute Poverty congress (APC). May Allah subhanahu wa ta'ala punish you with the same pain you people have caused Nigeria.	hateful
I would love to reiterate the commitment I made when I visited our Oba in Lagos.  When I resume office, all lost glory will return back to our traditional institutions.  Our culture and traditions are under ATTACK!  Lagos Arise!!  Èkó E dìde!!  ~ GRV	normal
Pls address the issue of d white paper. We have not heard from ur government concerning the endsars. Or d masses are not to be updated on what happened. Abi no more transparency, accountability in ur government as u always preach Mr sanwo olu. Pls tell us	normal
You should be ashamed of yourselves	abusive
Yesterday, I was with his excellency Peter Obi at the Dinner to engage Entertainers in Lagos.  It was an amazing time as I interacted with OBIdients in the Entertainment industry and got to hear their concerns.  Entertainers deserve more than they get.  Èkó E dìde!!  ~ GRV.	normal
APC mumu sha	hateful
PDP is dead in Lagos  just forgerit, PDP was unable to fill hiace bus in Ojo where u have a HOR smh	hateful
Idiot	abusive
Stop the big lies ọmọ ipob.. u can never become Lagos Governor	hateful
Criminals	abusive
The Devil also go to church	hateful
Oh boy, rest. This time next week, you will be wailing after you loss.	abusive
You’re purely evil	abusive
So na this one you won use campaign awe? You don fail	abusive
I also commissioned a modular, interactive classroom block at the Vetland Junior Grammar School, Agege. Yet another milestone intervention in our ongoing transformation of the education sector in Lagos State.  This modular building is made up of nine regular classrooms,…1/5	normal
My dear Lagosians, I have noted the difficulties that you have been having over the naira redesign crisis. I feel your pains.  Kindly note that commercial banks have been directed to accept the old N500 and N1,000 notes as deposits and pay them out for withdrawals.	normal
I see you trying so hard to move on with the stolen mandate.. I can assure you it won't work. GRV is coming for you .. we shall meet in court	hateful
Lagos arise and defeat your oppressors..  Break free from the chains of your godfathers..  Eko break free from the strongman holding you down and looting you dry..  Reject APC!	hateful
Na only bubu carry 15 people go were na only am they invite. Waste of public funds. Thieves	abusive
Keep up the good work you're doing. God's blessing and protection will be upon you and your great team.	normal
The youth must actively participate  in activities geared towards nation building because leadership is not only achieved when people are elected.   The Church provides a great foundation for a life of service and it is important they learn vital lessons therein.	normal
The people living in these houses before, are they the same people living there now? Asking for a friend	normal
Shame on you!!!!!!!	abusive
Hypocrite	abusive
Thank you very much,it was a pleasure	normal
You're the best governor so far in Lagos and the best in class 2019.  Your work rate is superb and your achievements are viable for all to see.  I'm happy you're reelected because you'd bring much more development to Lagos.  Congratulations sir	normal
I received the award on behalf of the people of Lagos, on whose behalf we work everyday to build a more prosperous, liveable and resilient mega-city.  My gratitude to the Federation Board and President, Mr. Tony Barry and the CEO, our own Dr. Nelson Ogunshakin OBE.	normal
Love is an element that is missing from our government. Love makes govt find out why parents send kids to hawk instead of going to school.   With the right approach to issues especially through the eyes of Love, we can reduce out of school children.   Èkó E dìde!!  ~GRV.	normal
In less than 24 hours, Lagos will arise and participate in this elections like never before.  Lagos that usually has the lowest voters turnout will witness a paradigm shift   We now believe in the idea of ‘taking responsibility’ for our country.  Èkó E dìde!!   ~ GRV.	normal
Werey don know say he go lose on Saturday he wan quick make him money back sodikii	abusive
Austin Nwabufo @AustinNwabufo · Feb 15 Unfortunately for you, Tinubu will lose his deposit in IMO STATE bcos of APC failed govts at the Federal and State levels, I'm too sure	abusive
If the Osun election is rigged, your generation will be cursed	abusive
Are u still frustrated  baba move on abeg?  U can not come and kill urself lol oloshi	abusive
you keep on showcasing uncompleted project, there is no governor that is as useless as your government. The blue line will not even work until you are voted out of office... @NgLabour  is coming.. you have failed to deliver	hateful
U b mumu!   All these rubbish u dey do no go work. U think say Igbo pple them love u? Na their son make them come out last Saturday. March 11, u are on your own o.	abusive
God will judge you all.	hateful
Wyre, Sowore dey relevant pass you.	abusive
Your work rate is ridiculous bossman, we need people like you at LAWMA.	abusive
Loser!! You’ve allowed the wrong people to mess you up	abusive
… that are working for our collective victory. I thank our Honorable Minister for bringing about this stakeholders’ engagement.   With todays engagement, we will hit the ground running and our aim is to reach out to everyone in all the nook and cranny of Lagos.	normal
It's exciting to see the progress made on the #LagosRedLineRailway project.   This infrastructure development is one of our top priorities as a government and we are committed to delivering a world-class transportation system for our citizens.  We’ll definitely carry you along as the project progresses.	normal
You dy Smoke igbo, you are calling our lagos, the 6th developing economic city in the world to a worst livable city.  Thank you,  11 March is here.	abusive
JideThief	abusive
B@stard	abusive
This one na lie sir!  We no want Tinubu, make him rest	abusive
Your excellency, I wish you will come to Demurin road at Alapere, ketu and see how bad the road is since it was abandonecontractor. Am sure you are not a wear that this road construction has created more trouble for the people leaving in this environment because it was abandoned.	normal
Una leader. Tribalistic bigots	hateful
Sanwo olu you are a bastard	abusive
Glad to be in Osogbo today with the All Progressives Congress Presidential Candidate, Asiwaju Bola Tinubu, his running mate, Senator Kashim Shettima, my co-Chairman of APC Campaign Council for Osun State election, Governor Umar Ganduje and other APC Governors.	normal
Like the Devil, you’re working overtime	hateful
Ori inu re lo buru	abusive
Clowns	abusive
Sanwo haven't you heard of the numerous allegations about igbo being disenfranchised in some LGAs. ?	normal
You're losing to Sanwoolu. It's a sure thing	hateful
This one just dey cash cruise with #Obidiots donation..  One LGA, you no go win..	hateful
You are just a liar and a criminal	abusive
On education, we have made significant progress in Lagos by demonstrating our commitment to preserving the future of our children, that’s why in the steps of the great Pa Lateef Jakande, we turned our focus to our primary and secondary educational system.	normal
Keep quiet there, since the independent till now...is suffering every day & night. There is no peace,love & unite in the country except for politicians, instead STEALING/THIEF everyday..	abusive
To be sincere, leadership is not for the weakening. Your excellence sir, please can you help my sister in law to secure a government job? She is a graduate, energetic and a virtuous woman to speak	normal
Tinubu house boy	abusive
Hold he neck. He is a fraud	abusive
Sanwo for Lagos	normal
We took our campaign to the freedom park in Oshogbo, after which we visited the palace square in Okuku, Odo Otin Local Govt, and thereafter paid homage to the Olokuku of Okuku land, HRM, Oba Samuel Abioye Oyebode.	normal
Finish up Ur term and leave cos only a fool and nuisance will vote a clueless being lik u into power again.  Have u realised in history, that u are the worst governor Lagos ever had aside from Tinubu?  So enjoy you time while it last cos we can't tolerate failure lik u anymore!!!	abusive
Any party that brings money out on Saturday, is a party that has hoarded new money and contributed to the suffering of so many(take this message to the peope) o!!!! Take their money but   vote wisely and vote for a better Nigeria.  #PeterisBetter #Obidients  #ourlagos	normal
Dis man (Obasa) face I don't like it. He be like criminal. Don't come and tell me E no dey show for face	abusive
Earlier today, I inaugurated the State Technical Committee and State Expatriate Monitoring Committee on Engineering Regulations Monitoring (ERM) with a plea to members to ensure that all infrastructure in the State meet the global standards of engineering practice.	normal
You will never be lagos governor u Ipob fraud	hateful
This your act alone is killing education.Where is the position of vocational education in the state.Oga , you are not doing well at all.	abusive
I have also been informed of the Students Townhall holding before the rallies.  Lagos Students don’t miss this opportunity to hear from our Principal Peter Obi in person.  I will be there as well, see e-flyer below for all the information needed.  Èkó E dìde!!  ~ GRV.	normal
God bless you sir the best governor your leg sir! Permission to say is nice on you sir	normal
Small ynash dey shake More Replies	abusive
You are rookie, go and learn how to manage local government area first. You want increase minimum wage to ₦60k, what is the wage bill of Lagos state? All what you listed is what this administration has done and still doing. I will advise you, go and learn how they do it.	abusive
The Perm. Secretaries were picked from a pool of eligible public officers interviewed based on their performance and track record in their respective areas of duty across Ministries, Departments and Agencies.   I am delighted to congratulate this class of public servants…  2/6	normal
… and enforce our waterways rules and regulation. We also handed over two additional patrol boats and launched an advanced D.J.I. Aerial Drone, a blueEye Pro drone for underwater searches, and U-SAFE rescuing gadgets.  These gadgets are acquired and installed to consolidate…	normal
Ode	abusive
TINUBU boy boy	abusive
Oga shut up, is clear you Market  your right a  to APC  Labour party is a joke in Lagos	hateful
After watching residents bullied and butchered on Saturday? You will fail!!	abusive
Hearty congratulations to a respected global evangelist and preacher of the undiluted word of God, the General Overseer of the Redeemed Christian Church of God, Pastor Enoch Adejare Adeboye, on his 81st birthday.  Happy birthday Sir.	normal
"Our"" Leader... Must be Kim-dom of North Korea...   See who you call leader...?   Parochial, pedestrian, unintelligent, failure of a person"	abusive
So good she was not at the Tollgate in Lekki on that very night. Who knows, she may be dead by now just the way many others were terminated by the bullets from the guns. Or did I lie? What's the report of the the judicial panel of enquiry set up by your government? Werey!!	abusive
Wicked government.	abusive
O ti lule. You no kuku understand wetin I tweet.	hateful
Radarada	abusive
@Inec  are the real criminals here. Thieir staff and the police work with the evil politicians..  This election is a sham!!	hateful
Everything u do to the citizens of lagos state today shall be your portion, your children, and your children children. Amen. You my friend is a failure and u will not get away with it	hateful
If by a miracle this clown win (impossible) to further punish blameless people and out of bigoted spite it’s not beyond probability that he will send the land the market sits on for a development! Land grabbing and blaming Igbo’s is his propaganda	hateful
Nonsense rulers	abusive
Oga go back to your montherland where you can speak their language fluently and support your IPOB a agenda there …..We Yoruba aren’t supporting you	hateful
Mumu Governor	abusive
This mumu no get sense	abusive
Shame upon shame for sanwolu, who failed to do the right thing	abusive
Liar	abusive
If not for the world record do you know Tobi before now? Please don't mock us. If Tobi had remained in Nigeria her dream would have cut short. You politicians have shown us Nigeria is no place to meet dreams but to kill dreams. #EndSARS #Sorosoke	hateful
Get the fuck out	hateful
Best governor	normal
This is a message to you all corrupt politicians. Fix our health system, electricity, water, road, education housing now!	abusive
This is beautiful. So Thiefnubu puppet (Sanwo) has refused to turn up again? Man knows they're been messing up the state and people are angry woo lagosians, vote labour party and end the thugery in Lagos enough of incessant killings in LAGOS, GRV our next governor	hateful
Join me in two hours, at 1pm as I address the problems as well as provide solutions to issues that plague our educational system in Lagos with Parents and Teachers, all are invited ! Can’t wait to see you all there	normal
You will labour in vain just like Ekwute	hateful
Mumu man! Make sure ur diaper wearing aspirant is allocated to OP'sH! Odè man! Follow Follow!	abusive
Earlier today, the  Ndigbo in Lagos State and the Igbo community at Large endorsed our candidacy for the March 11th, Gubernatorial election.  Over the years, we have built relationships with the non- Yoruba speaking community in Lagos state, with a promise to make ….	normal
Hopeless set of people. Tueh	abusive
Which goal? For that monkey post wey tinubu be defender na em u wan score goal? Taaaaa. Boi boi	abusive
Uneasy lies the head that wears the crown. Keep up the good works sir.	normal
I pray they sentence him for life!	hateful
This one has removed his hand from anything governance for Lagos State to follow BAT around like a lost puppy.	abusive
It is a great honor to receive my Certificate of Return from INEC today. I am deeply grateful to the people of Lagos State for their overwhelming support and trust in my leadership.   I want to thank the entire team that worked tirelessly during the campaign and the good people of Lagos for their unwavering support.   This Certificate of Return belongs to all of us, and together we will take Lagos to greater heights.   I want to reiterate my commitment to serving the people of Lagos with integrity, transparency and dedication.   The task ahead is daunting, but with your support and cooperation, we can achieve great things.	normal
Great leaders.	normal
You that just finished imposing yourself on us  Olorun kuu suuru	abusive
Don't set the state ablaze for your selfish ambition pls.	abusive
Alaye, go and siddon somewhere	abusive
Gov Oyetola is an incompetent public official with zero integrity and experience.	abusive
Medicine after death. GRV has taken over.	abusive
You are a criminal and a thoughtless man,no word till now about the ojuelegba accident You and your family will die like ants by the road side,you useless piece of garbage	abusive
Chinedu iwa Weyrey wa ni Owo E	abusive
Nice one	normal
Mugumanian	abusive
My governor we love you	normal
Worst gov Yeye dey smell	abusive
Sanwo Olu did copy and paste from Makinde, he didn’t learn anything or developed love or empathy. Pls let face our battle and stop gratifying the enemy.	abusive
You are just an opportunist too.	abusive
Lagosians, I'm short of words. The sights of the injured from yesterday’s attacks for the Labour Party Rally is saddening  Irrespective of our political differences ALL LIVES ARE SACRED  Any leader whose political party promotes violence should not be elected  Èkó E dìde!!  ~GRV.	normal
You’re such a useless governor, this is what interests you, football! You are not too busy for nonsense & senseless engagements but you’re too busy for debates. Thesame way your so called drug lord God father will be swept away is thesame way you’ll be swept away from being LSG	abusive
Ur eyes will open after March 18th. No to IPOB proxy in Lagos.	hateful
We have cure for you..defeat is you....go and cry...	abusive
If you like attend city of babalawo Lagos has rejected u	hateful
You are a two faced bigot go and contest in anambra not in Yoruba land	hateful
My problem with u is that you are too toxic	abusive
Radarada	abusive
This guy mumu.  For your mind, you think you will win election in Lagos and become a governor?  Who is even your deputy governor?  All I've been seeing is you and you alone. I have no ideal who your deputy governor is.  By the way, your political career will be dead next month.	abusive
Liar	abusive
Werey oloju meji	abusive
Happy birthday King	normal
Evil man keep using agboros to oppressing your opponents  U think only Lagos can give Tinubu win  Abiola case never teach una	abusive
Stop wasting your time sadist	abusive
At the Asiwaju/Shettima Legends Novelty Match yesterday, members of the Lagos State House of Assembly had a face off with the ex-Super Eagles of Nigeria.  Big congratulations to both teams, and thank you to everyone who took time out to be part of the “Renewed Hope” movement.	normal
Shame on you Karma is coming for you for not letting people vote their conscience & unleashing violence against those who don’t want to vote for apc Shame on you	abusive
We received our leader, Asiwaju Bola Tinubu today at the Lagos APC Secretariat.   It was a great opportunity to remind our party supporters not to rest on their oars as we go into this crucial election next year where our leader will be elected as the next president of Nigeria.	normal
Our Leader	normal
Slaves	abusive
Where is the Tom Boy Governor  @jidesanwoolu	abusive
Shut up Jandor	abusive
You all laboured in vain!!! In 2023 we will chase you all out of the system through our votes.  Nigerians now know  better. No vote buying, no agbado, no cassava.  Prebendal politics will end. #LekkiMassacre	hateful
This governor, na man you be!	normal
Be deceiving yourself, you that won't even win Lagos Island Chairmanship election in a free and fair election saying you want to take your Lagos back. Sa ma na owo pupo because you can't get to anywhere.	abusive
The two new members are joining us at a time we are revving up service delivery on our development agenda across sectors. I welcome them as brilliant additions to the council.  2/2	normal
The problem with you is that you’re a clown. So start comedy	abusive
This guy don high  for something o.and u dey inside this Lagos?	abusive
Useless and inconsequential endorsement	abusive
You never cease to amaze me Mannerless kid!	abusive
On this job you a blind man!	abusive
Replying to  @jidesanwoolu 2023 is the year we will act in speed to deliver the dividends of governance that you voted me in for.   As your governor, I promise to continue to deliver steadfast leadership that will lead to an even better life for Lagosians.  Happy New Year!  2/2	normal
I am indeed glad to inform the good people of Lagos that with the arrival of these train sets, we’re on course with our plans to change the face of the rail transport system in Lagos State.  A Greater Lagos is indeed Rising.	normal
Today we won the substantive case perpetually restraining INEC from working with Mc Oluomo. This is historic for the future of Lagos. I give all glory to God. #obidients #ourlagos #ItsPOssible	normal
Sir Una Just dey do Anyhow, Common ASUU you Guys can't solve.. na waoo	abusive
I wish all these are your initiative and vision sir but they say is Tinubu's plan you all are executing. I'm sure the Lagos State Marathon has been in BAT's Master Plan. I hope we get to see something done from Sanwo- Olu's plans one day.	normal
Puppet Governor	abusive
Small yansh dey shake ooo	abusive
Ment or malarial	abusive
Jakande accomplished more for Lagos in 4.5years than the 20+years of APC put together. He did this without public service experience. Awolowo created a legacy for the Yoruba people that we still benefit from till today. He did that without public service experience 1/3 #obidients	normal
INEC told to remove Lagos REC immediately over alleged anti Igbo comments. Btw this and the idea that Mcoluomo should be in charge of moving inec materials shows clearly that the state rec of INEC is attempting to compromise the Lagos state election.	normal
… criminal patronage system that uses our youth as weapons to advance the selfish causes of certain individuals.  Months after we first raised alarm about election related violence, Mrs. Bina Jennifer Efidi became a victim of the ruling party’s wickedness.	normal
You forgot to add an international drug lord	abusive
Too many unanswered questions    Who killed Funsho Williams?  Who is the real Governor of Lagos State?  Who gave the order to shoot Lagosians at Lekki Toll gate?  Who sent out thugs to attack Lagosians during the Elections?   Someone has to answer   Èkó E dìde!!  ~ GRV.	normal
Lmao  Can't wait to see your results Opportunist	abusive
With this, Wike is FOOL	abusive
For every action there is an equal reaction.  We are tired of these continuous intimidations, killings and suppressions supported by National institutions.  Hope they have 6m thugs to chase out 6m eligible voters in Lagos?  ENOUGH IS ENOUGH!!   Èkó E dìde!!  ~ GRV.	normal
Olodo,liar , where is the security you promised? You never turn governor u don dey do promise and fail? If you turn governor nko ? Ka	abusive
Today, at a dialogue with the Organised Private Sector to unveil my comprehensive economic plan, I assured the Business Community of our commitment to sustain strategic investment in infrastructure to bolster productivity, energise business growth and protect private capital.	normal
I am grateful for all your support and do not take it for granted. I promise to work tirelessly to ensure that your voices are heard and that your needs are met.   I am committed to ensuring that Lagos remains a hub for innovation, opportunity, development and growth.	normal
it is a terrible lie You who never govern your house successfully wants to govern Lagos State ..we go show you that Lagos State is not an extension of Anambra State and Biafra nation...	hateful
Awon omo werey fe gbo itan, je kan mo	abusive
Na failures dey endorse you... chaii you have failed woefully	hateful
You are a bigot and never shall we see your type in Yoruba land, oloriburuku weréèy chinedu ómò yibo	hateful
Dear opportunist! You will be come second by weekend! Congrats in advance	abusive
Jandor what sense remain of you ? Election is not won on the basis of fake lies.  Grow and be sensible bro.	abusive
In a saner society, for that one reason you do not deserve second term in office.	hateful
Babajide SanwoOlu. I pray for you with the tears in my eyes, that the judgement for every atrocity you are responsible for, committed while you conveniently looked away… I pray this day with all the pain in my heart, that that judgement is nailed to the cross of Christ.	normal
From a murderer ?	hateful
Tinubu houseboy like u...dey play just dey play...	abusive
Unable well done	normal
In our first term, we have shown commitment to rapid infrastructural development, the key to the next level of Lagos with completed strategic projects; bridges, roads, ports and many more, rebuilding Lagos and renewing the hope of our residents.	normal
Una just allow lowlives and thugs to dey run Lagos like one village community. Unfortunate	abusive
Today, private transport workers exercise their right to protest by starting a warning strike to protest what they allege is multi-layer corruption in the transport industry.	normal
We urgently need effective leadership to redeem our failing nation. Let's take inspiration from Lagos and reject poor governance. I'm excited to be part of the solution with Atiku  @atiku  Abubakar at the helm. Let's make the Nigeria dream a reality.	normal
My message is the same, I want to build OUR LAGOS that will work for you and I. Lagos is not working.  Thank you to the good Lagosians in the Assemblies of God church with whom I worshiped with today    Run for Governor through me.  Èkó E dìde!!  ~ GRV.	normal
Rubbish	abusive
Nobody re elect you Mr man You personal select urself as the governor of Lagos state. God will judge all of you	hateful
"Mr Governor, pls Sir what is the ""recent security situation across the country"" like?"	normal
U wan unseat a performing incumbent government, Dey play	abusive
You’re talking trash. Like say you plan vote and beforeZ	abusive
Servant governor Boi Boi ,we see your hand work yesterday on our followier	abusive
You are evil to celebrate in the blood of Innocent citizens of Lagos state. Shameful	hateful
You are losing this election. This will teach people like you a lesson. Olodo!!!	abusive
Big Scammer	abusive
Tinubu shadow	abusive
Your works speak for you, you are doing well! Ride on my PVC is for you!	normal
Jide jide jide…eti e melo? You don lule tey! tey!!!	hateful
Opportunist wanna use OBidient platform rise and dey form boss… PDP wey get people pass you sef gan no talk like this… If you win any Local Govt for Lagos… Maybe na mistake	abusive
Weray Hope u see say Lagos no be for mumu like you.  Just come from no where dey shout ELUUU PEEE. Rubbish.	abusive
Naaah! The 6m is the combination of previous and new. You lack awareness, this is why people don't really take you seriously.	abusive
Thiefnubu no get handwork. If to say him get handwork. Man no for dey keel himself ontop Lagos matter. It's very obvious Tinubum is feeding from Lagos Treasury.. woo lagosians and NIGERIANS let's vote out the God father of Lagos state. Sanwo olu is just his representative	hateful
You don't even have  crowd. People have rejected you	abusive
Bunch of criminals	abusive
… for their numerous contributions made in their MDAs and in the State to have merited this opportunity.   Appointment of the best personnel further reiterates our commitment to the culture of excellence for which the Lagos civil service is known…  3/6	normal
In order to encourage and collaborate better with our entertainment industry, we were privileged to attend the just concluded 15th Headies Global Awards, in Atlanta.  I must say it was indeed one of the proudest moments of my life as a Nigerian who appreciates…	normal
Wicked government	abusive
even if you win, you’d not sit down there, it’ll be hot for you.	hateful
Oloshi, you are not even yoruba, you want to steal lagos oloriburuku. APC lo ni EKO, you will soon go back to where you come from. Oloshi	abusive
Olosho wey change location don dey prove saint	abusive
Vote wisely time don pass. Vote LP all through	normal
Mumu man Polling units in Lagos are facing violence mumu	abusive
Dear Lagosians,  I have found it necessary to address the good people of Lagos, following some events in our dear country.   The currency exchange and the fuel situation have, no doubt, raised the tension in the land.	normal
Get out Abeg...	abusive
and we will continue to ensure that only the best are entrusted with positions of leadership and responsibility, with the assurance that this will keep our State on the path of development and for the delivery of a Greater Lagos.  4/6	normal
17 months after we sealed a Joint Venture Agreement with CIG Motors Company, for the establishment of a Vehicle Assembly Plant in the State, we visited the plant on WEMPCO Road in Ogba, to inspect the progress of the automobile facility.  The plant, expected to be delivered by…	normal
The award is a very good way to motivate and encourage excellence in our teachers.   I congratulate the 22 teachers that made it to the semi-final stage from 3529 applicants. My special congratulations go to the 13 finalists who were recipients of brand new cars today.	normal
As Usual TOM BOY Governor has a Absent	abusive
Oti yawerey… you are just a pawn in the game of politics	abusive
This is thoughtful of you Mr Governor. You have shown commitment not to depart from adding value to Lagos and making Lagos State a home for all. Your University for Lagos will speak for you till eternity. May the Lord continue to guide you and your team members	normal
Good afternoon sir I want to your notice that there serious security threat here at Agege. This afternoon I was stopped by gang of 10 teenagers with live ammunitions collected every monies on me even trying to struggled my phone at Amoo Street Agege and nobody could even utter	normal
I’d like to thank his excellency  @PeterObi  for this strong endorsement, we share values of integrity, competence & love for people which resonated with ALL Lagosians, resulting in LP winning Lagos on Feb 25th, & this Saturday we will win in Lagos again.  Vote LP , We can do it, You can do it. Èkó E dìde!!	normal
Chinedu forget . We no Dey vote you	hateful
Ode	abusive
I have a heart for the young people especially, it frustrates me to no end to see communities of family & friends(including mine) broken up by the JAPA wave because young people rightfully believe the government isn’t doing enough to secure their futures   That needs to change !   You can do it, We can do it - Vote LP    Èkó E dìde!!	normal
Your second term is sacrosanct. Best performing governor like your predecessors	normal
Yesterday’s rally was great, we connected & saw supporters in Epe. We were attacked but we are all safe & secure.  It’s a shame that some deem it fit to use violence to try & intimidate those who want a better Lagos & such actions have no place in Lagos.  WE ARE not intimidated !	normal
Most Nigerians condemn every good moves. They never appreciate any effort. It's so sad.	normal
Our mega rally today is a celebration of the achievements of Governor Oyetola in the last 3 years and to further assure the good people of Osun State that they must come out enmasse to vote for greater progress on Saturday.	normal
Keeler	hateful
He Dey deceive yu..Ode	abusive
What a guy?! SEE arise presenters! They are so pleased!   Omg ! I'm in love! ... See practicable solutions, I could play the process out in my head as he was talking. Nothing overboard, very realizable plans and goals.  Dayyyuuuummm .. Vamos!	normal
Failed Governor. The pot holes on Lekki express to Bogije is an eye sore and something you and your Government should be ashamed of. Please, reliquish power to your deputy since you are busy going from state to state with ur oga. Long Hisss	abusive
Mugu your time is up	abusive
Mumu	abusive
I had the pleasure and honour to receive the FIDIC President's award in recognition of the exceptional leadership and contribution to infrastructure development, the effort in the promotion of quality infrastructure, and support to the consulting engineering profession in Lagos.	normal
who are poised to contributing their own quota to the growth and development of our dear state.  At the session, I had the opportunity to speak and interact with the audience on our major accomplishments and future plans, as we continue to make Lagos a home for all.  2/2	normal
Nigeria to the world!  A big congratulations to Témìládè Openiyi a.k.a Tems for making Nigeria proud with her win at the 65th Grammy Awards.   @temsbaby  is an inspiration to our entertainment industry as well as to young girls and women in Africa and around the world.	normal
You sound like you would do worse as a governor. You already sound like a bully, no empathy in your words.	abusive
Dey play mumu… You are a confused person. You better wake up ode.	abusive
Action Governor ready for tasks ahead keep it on sir	normal
You are losing this election. This will teach people like you a lesson. Olodo!!!	abusive
I urge everyone to continue to go about their daily activities and remain law-abiding.   Security is everybody’s business. We implore you to join us in this effort, and say something if you notice suspicious activities around you.  If you see something, say something.	normal
lol see how werey dey beg for voters.	abusive
Lagos has a rich economic history, starting as a center for trade and commerce during colonial rule. After independent, it experienced rapid growth and became a major financial center in West Africa, with a thriving port, manufacturing and service sector.  Èkó E dìde!!  ~ GRV.	normal
See what an adult is tweeting. Nonsense.	abusive
You are big disgrace Gbolahan. You should be ashamed of yourself. This can't win you anything and if truly you're lagosian, you'd delete this nonsense fake #EndSars video you just posted. Omo alè jakujaku atòhun rinwa.	abusive
I attended the funeral service of Lady Evangelist Grace Akeredolu, the mother of the Ondo State Governor, Arakunrin Oluwarotimi Akeredolu (SAN).  Late Mama was indeed a lover of God who spent her life in the vineyard of the Lord.  May her soul continue to rest in peace. Amen.	normal
Today, H.E President  @Mbuhari  commissioned The John Randle Centre for Yoruba Culture and History, our labour of love, the history of which began in 1928.  With a 1,000sqm exhibition gallery and so much more, it will stand out as the first cultural centre of its kind in Lagos.	normal
What table? You'd rip their banners back?	normal
This evening, I attended the Service of Commemoration in honour of Her Majesty Queen Elizabeth II at The British Residence, Ikoyi, where I signed the condolence register.  Queen Elizabeth II lived a remarkable life of service, devotion and duty to the people of the…	normal
Nothing is working in Lagos…U are just following ur godfather up and down like a dog, U are so confident APC own Lagos, All of you will be shocked this time	abusive
Tori Tinubu You will fail woefully	abusive
Sanwo olu have my vote,I can never vote for ipob member in Lagos.  Your lose will send signal to future ipob member that wnt to rule Lagos, Lagos can be only rule by d Yorubas for life.  We'll set d record straight frm this election. No hate for d Igbos but know ur boundary.	hateful
Lies of attacks no dey tire una. Are you the only party contesting? Hold your peace till 18th bro and see what will happen. Egbeere like you.	abusive
Oga park well. Na GRV we dey vote	abusive
See person wey wan be lagos state govnor. Ur principal came to Lagos and didn't visit any oba in the state and u are here calling it agenda. I learnt ur wife is Igbo that's y u are doing everything to make sure u get their votes. But the real Lagosian will reply u with their vote	hateful
Accidentally deleted!!! You are lying	abusive
Good Work mr. GOV  I am so saddened by the factor that in 10 years, these works will be called that of your Political God father	normal
You are a failure waiting for obidense to mob for you E go shock you that obi is why you are relevant and the relevance is cut off Werey	abusive
You cannot rule In Yoruba land Chinedu	hateful
@jidesanwoolu  u are a failure...a big failure not just a failure to ur people but a failure to man kind	abusive
Happy birthday to the incoming first lady of the federal republic of Nigeria congratulations in advance ma'am, age with grace daughter of grace,I wish you good health and Long life in JESUS name.	normal
You're fake, Fake Products always disguise  as Original. We LAGOSIANS are voting for CONTINUITY for the betterment of LAGOSIANS SANWO-OLU is our Man	abusive
Association of thief's	abusive
In Lagos, our strength lies in our diversity, and that is what sets us apart. We have created an enabling environment for people and businesses from all walks of life to thrive.   Therefore it was a pleasure to attend the commissioning of the “OBIJACKSON CENTER…	normal
I am very empathetic when it comes to mental health conditions and I do take it very seriously. As a result, I will not be responding to Kayode Salako because I know for a fact that he is Bi-Polar. Sadly, this condition is used by others to manipulate him for political gain. I wish him well and hope he gets the medical attention he  needs.	normal
@followlasg   @jidesanwoolu   @PoliceNG  please how will you help the masses and innocent soul coming from their place of work from the hand of Tout and hoodlums stopping them and forcefully collecting money and properties from them at Pen cinema under bridge and the Railway please.	normal
You and BAT = Drug Lords.	hateful
Arrant nonsense. Why has not done so for the past 8 years. Oleeee.	abusive
United we stand!!  One nation  , one people, under God who have answered the clarion call   Èkó E dìde!!  ~ GRV.	normal
Ogun loma pa e	abusive
Failure Failure Failure	abusive
